"course_id","reviews","sentiment"
97338,"Unless you enjoy spending 6+ hours a week watching one TV show, on top of mandatory readings and podcast episodes, I would ABSOLUTELY NOT recommend you take this class. The sheer time commitment for this class is ridiculous.   Furthermore, I will say that I have learned very little. We cover very few actual political science topics. We spend TWO CLASSES covering how we might prove causality. I feel like I spent most of the class completely zoned out- there is very, very little substance in every actual lecture. We only covered the readings in lecture that were assigned, and her statements and slides had no citations, so you just have to take her at her word about the truth of her lessons.  The assignments are also often nonsensical or hardly related to the class. The final essay is TERRIBLE, as we did literally did not cover enough topics in class to even consider writing a good essay. We also had to cite her lectures in or essay- even though there was hardly anything to cite, as her powerpoints had very little on them and her lectures did not have much to add to them. There are POP QUIZZES/ASSIGNMENTS that are worth a SIGNIFICANT CHUNK OF YOUR GRADE and they BARELY FEEL RELEVANT TO THE CLASS.   The exam was also extremely unfair towards some students. There were at least two versions of the exam, and the amount of time and effort that it took to answer the questions on one of the exams was FAR GREATER than the other, after chatting with other students about what questions they had.   I have taken TV show-related courses before in the past and absolutely loved them. This was not one of them. We should not have watched ALL FIVE SEASONS OF THE WIRE IN ONE SEMESTER. Two seasons or three seasons would have made this a much better, more focused class. We even could have watched summarized seasons on Youtube or had assigned summaries or SOMETHING for what seasons or episodes we would miss. Watching all five seasons made this class incredibly disjointed and made the workload much larger than it needed to be. Was the work hard? No. However, it was SO MUCH WORK.   Unless you absolutely love The Wire and feel like learning absolutely nothing and doing nonsense assignments sounds fun to you, do not take this class. Don't even take it as a GUT. Not worth it.","dr"
97338,"Yes! It has a light course load. The material is engaging and it's a good show.","r"
97338,"I was excited to take this course due to its description but was somewhat disappointed after taking it. While the class' concept is interesting, learning about the Baltimore drug scene and the politics of an American city by watching The Wire, I felt like lectures were not as engaging and interesting as they could have been. Nonetheless, it is a good elective course for the PoliSci major (as well as many others), but you may want to choose a smaller seminar if you wish to have more in-class engagement. However, the readings were interesting and it was clear that Professor Harris was very informed and passionate about the subjects discussed.","neu"
97338,"I would certainly recommend this course. The show is great, and thinking about it in terms of social science ideas is a fun way to get into it.","r"
97338,"I have recommended this course to another student already! How many times will I have to take courses where its required to watch a whole tv show? It can get exhausting, but it is still a fun element that contributes to this courses uniqueness.","r"
97338,"I would recommend this course because I learned a lot about how The Wire is not only a great show but can be used as a microscope in a scientific sense to study American cities.","r"
97338,"Id recommend the show, not the course","neu"
97338,"Yes but just make sure to keep up with the show and skim readings","r"
97338,"Yes!!! The show was very interesting, and the lectures were straight-forward.","r"
97338,"I think it's a great chance to learn more about the show and is good if you want an intro to social science that is fun. But if you're serious about the material, it can be frustrating.","neu"
97338,"Yes, easy social science class if you're naturally good at social science. I'm not sure that I would recommend this course to someone who's not good at social sciences unless they're really interested in the show.","r"
97338,"Yes if you want a class that has no work but a few larger assignments.","r"
97338,"Yes, interesting and good course","r"
97338,"Absolutely, it is fun and challenging and necessary to understand human society.","r"
97338,"Watch The Wire before taking the class and see if you like it. If you think it's interesting, go for it. If you don't, then you'll probably want to skip this course, it's not as easy as you might anticipate it to be.","neu"
97351,"Yes, absolutely!","r"
97351,"10000%","r"
97351,"Definitely. I learned a ton and feel better able to articulate both what exactly racism is and how it intersects with health.","r"
97351,"Very strongly, yes. Absolutely everybody at this university should take this class before they graduate.","r"
97351,"100% yes. Everyone should take this course no matter what discipline they are studying because it positions you to be self-aware and incorporate anti-racism in your lifestyle and thinking. The class is taught in a way that is super engaging, comfortable, and full of compassion. It will change the way you think about progress, creating change, and the medical system.","r"
97351,"I would definitely recommend this course to another student.","r"
97351,"Yes. 100%. Every Yale college student should take this course.","r"
97351,"Absolutely. This is a class that everyone should take regardless of your identity. For starters, Professor Roberts is an incredible lecturer and extremely caring individual. The information in this class is also important and something everyone should take into their futures, regardless of whether they are entering a healthcare-related field or not.","r"
97351,"yes, interesting content","r"
97351,"Yes","r"
97351,"A million times yes. Every student at Yale need to take this class. If you are pre-med/pre-health, this course is an absolute necessity.","r"
97351,"yes, professor roberts is the best","r"
97351,"Absolutely no questions asked take this course if you get the chance to!!","r"
97351,"YES!","r"
97351,"Yes, I would recommend any course that is taught by Professor Roberts. I also think that the issues taught in this course are extremely relevant and important for everyone to learn about.","r"
97351,"Yes definitely. should be a required class at yale, especially for pre-meds.","r"
97351,"Yes! One of the best classes I've taken at Yale","r"
97351,"Yes. This is such a important history to learn.","r"
97351,"100%","r"
97351,"10000% recommend it, this is a MUST-take course!! Dr.Roberts is just amazing and her lectures are extremely engaging","r"
97351,"YES - best class at Yale.","r"
97351,"Yes, absolutely. This is the best course I have taken at Yale and would recommend it to literally every single member of the student body.","r"
97351,"yes i really would as i think the content is good to know for everyone in their life","r"
97351,"YES, super important and helpful if you are at all considering a career in healthcare. every pre-med student should take this class.","r"
97351,"Yes, this was by far my favorite class I've taken so far at Yale. Professor Roberts is an incredible professor.","r"
97351,"ABSOLUTELY please take this class. But make sure you actually go to lecture, do the reading, and engage in section. the material is so important. please don't take this class if you are not going to truly listen and learn about the material being taught. The class fills up quickly so if you don't plan on being engaged please let someone else have your seat so they can learn from the amazing Prof Roberts","r"
97351,"Yes; the content is so relevant, and so important to all of us today and right now. If you only get to choose one more course to take at Yale, this should be it. Not all courses can so distinctly show you how to be a better person/make the world a better place.","r"
97351,"I would absolutely recommend this course. It should be mandatory for pre-medical students.","r"
97351,"I would recommend this class to every person that can take it. It is one of the best classes I have taken at Yale, if not the best. Professor Roberts is one of the most talented, engaging lecturers I have ever had. Every class was extremely meaningful and powerful.","r"
97351,"ABSOLUTELY! THIS IS THE ONE COURSE AT YALE YOU MUST TAKE BEFORE GRADUATING! Everything about this epitomizes what learning should be about---the lectures, the professors, the content, the TFs, the students it attracts---it all made for such a fantastic learning experience. Everyone, EVERYONE, should learn about this topic.","r"
97351,"I would 100% recommend this course to another student, no matter their major. Professor Roberts and her teaching staff are clearly passionate about the subject matter and are experts in their fields. The way they organized class maximized my learning and made me excited to come to class. Professor Roberts' passion for the material is palpable, and any student is lucky to be able to learn from her. This course material is extremely important, and every Yale undergrad ought to take this course to be a better human.","r"
97351,"Yes! Yes!! Yes!!! Do not leave Yale without having taken this class. You will regret it.","r"
97351,"Absolutely! This course is a must for anyone here!","r"
97351,"I would recommend this course not only to another student but to literally anyone who I walk past on the street. If Yale ever loses Professor Roberts to another institution, it will be a very dark day for this university and its students. She is a star, and the university should throw all of its support behind her. If you have no engagement with other HSHM, this one is the best introduction to how the history of science and medicine matters and how race is implicated in every inch of American medicine. I do not understand how a course could be more relevant to our lives as American residents.","r"
97351,"Yes, of course. This course is great for many reasons, but most of all, it is simply vital information to know to live and work in the United States, especially in any health/biomedical related field. Professor Roberts teaches in an incredibly thoughtful and captivating way and she is a joy to learn from and with.","r"
97351,"YES!!! a 1,000 times yes!!!! This was my absolute favorite class this year and during my entire time at Yale. I am so so grateful for this class and for professor Roberts. I think about the information we learned about African American history every day and it literally has made me see the world in an entirely different way. I was so sad when this class came to an end. I believe that every single student at Yale, especially those going into the medical field, should take this class. It was like I was listening to an inspirational Ted Talk every single lecture.","r"
97351,"Every student at Yale needs to take this courseespecially pre-meds. It will change your life.","r"
97351,"Definitely. This is probably my favorite class Ive taken at Yale so far! Professor Roberts is so amazing and kind.","r"
97351,"Yes!! Amazing class, accessible to non-History/AFAM/PLSC/HSHM majors, but also interesting and important for those majors. Everyone will tell you Prof. Roberts is amazing, and she is!!!","r"
97351,"YES!!! This is an essential part of Yale!!","r"
97351,"This is the easiest course review Ive ever written.  There is a reason why AFAM 170 is the most popular course at Yale and it starts and ends with medical historian and scientist, Dr. Carolyn Roberts. Ive been incredibly fortunate to have had more than my fair number of fantastic teachers - but Ive never experienced a more positive, enthusiastic, thoughtful, and deeply caring teacher than Dr. Roberts. To say she is encouraging, supportive and accessible would be an understatement of epic proportion. Dr. Roberts care, respect for and support of her students is an integral part of what makes this course so important and powerful she is the ultimate, most qualified guide to take students through a 400-year journey into a very messy, painful past (i.e. Sickness and Health in African American History). Her noble objective is that the course and the discussions and thinking that it provokes stimulate all of us to come together, as a learning community, to imagine a different kind of future. Dr. Roberts is a great lecturer and she goes out of her way to bring in expert guests who share their perspectives and voice with the entire class. Grading is beyond fair and straightforward and students are provided with tremendous flexibility and options when it comes to major grade components. Not only is Dr. Roberts truly awesome, but she has thoughtfully put together a team of TFs that are deeply invested in the courses mission as well as in the students in their discussionss success and well being. This past semester (Spring 23), I was super fortunate to have Charlie Tran as our section leader hes in his final year of his MPH @ the Yale School of Public Health after receiving his Yale BA in History of Science, Medicine and Public Health. Charlie was beyond awesome - facilitating and encouraging meaningful discussions, deeper dives on course material and always, providing helpful and actionable feedback on submitted assignments. He felt like the best kind of coach which feels in line with Dr. Roberts overall course ethos.   So again, this is easy: AFAM 170 is a critically important, topical and powerful course that every Yale student - no matter their major could and should benefit from taking. IMHO, its also a course that should be ***required*** for any and every student interested in pursuing a career in healthcare - either clinically or at an administrative or policy level.   I am beyond grateful that I was lucky enough to score a seat in this semester's course -- and have had the opportunity to learn so much from Dr. Roberts, her guest lecturers, her TFs and the course material. Im 100% confident that Ill carry and use the learnings and insights I've gained from AFAM 170 with me for the remainder of my life.","r"
97351,"Yes, it was by far the most interesting and the most different course that I have ever taken at Yale. I would recommend every Yale student to take this course, the content is fascinating and Professor Roberts is amazing.","r"
97351,"Everyone at Yale should take this course. If more professors actually taught material that is genuinely needed for the bettering of society today, we would be in a very different place right now. I say this with regards to Yale alumni who have become world leaders and the trend that shows a lack of empathy, understanding, and care. We need more Professor Roberts. Point Blank Period.","r"
97351,"Yes! Any pre-med should take this course especially.","r"
97351,"Absolutely! A must-take at Yale.","r"
97351,"I would absolutely reccommend. Professor Roberts is amazing! and the TFs are awesome","r"
97351,"I definitely would, especially coming from a STEM background, this course was very eye opening and interesting.","r"
97351,"Yes, everyone especially STEM students should take it.","r"
97351,"1000000% THIS IS THE BEST CLASS I HAVE EVER TAKEN AT YALE IT SHOULD BE A REQUIREMENT. I'm a stem major and still this has been my favorite class at Yale. Professor Roberts is the best lecturer I've ever had and the content of the class is genuinely so important. I can't say enough good things about this class. It lives up to the hype and more. It's also very low stress and Professor Roberts is so nice and accommodating. Take this class if you can get in, there is no way you'll regret it.","r"
97351,"Yes! Prof. Roberts and her team are great for authentic leading and they care for their students. Everyone should learn what Prof. Roberts is teaching.","r"
97351,"absolutely. this is my favorite class i've taken at yale -- not only is the format engaging and informative, but professor roberts is kind and loving. it is the perfect combination of gravity and celebration. i wish more classes were like this.","r"
97351,"Yes. You learn a lot of valuable information in a very low-stakes and caring environment.","r"
97351,"Yes. Best class at yale","r"
97351,"Yes, especially if you have future interests in technology, medicine, or public health. The time, energy, and commitment put into this course is quite evident.","r"
97351,"I definitely would, Professor Roberts is an amazing professor. The best at Yale to be honest!","r"
97351,"Absolutely. This course was unlike any other class I've ever taken at Yale. It inspired me to learn. Professor Roberts truly created a model of education that is founded on the basis of love, support, trust, and community.","r"
97351,"Yes!!! Absolutely my most favorite course at yale. Professor Roberts and the TFs see us as more than students, they see us as people first.","r"
97351,"Yes!","r"
97351,"Yes! The best course I took at Yale.","r"
97351,"Absolutely, best class you will ever take!","r"
97351,"YES! This course really opens your eyes to the dark side of healthcare and its historical roots.","r"
97351,"Yes! This is the best course Ive ever taken at Yale.","r"
97351,"This was by far the most deeply impactful course I've taken at Yale. It taught me to think critically about instances that I encounter each and every day. Clear examples of racism in medicine are discussed.","r"
97351,"Yes definitely. This course is a must take at Yale.","r"
97351,"Yes! I think this is a course that all Yale students should take.","r"
97351,"I wouldand already have100% recommend this course to anyone I know! This is a perfect class for anyone, regardless of your background in STEM or Black history. In fact, I would recommend this course especially for folks who are not well-versed in Black history and/or who are pre-med! Yes, this class is a guaranteed A if you do the work, but the material is absolutely worth learning. The lessons taught in this course are so important to know just as a citizen of this world, and while they ring especially true in medicine, they are useful regardless of what you want to do with your life. Professor Roberts is the sweetest professor I have come across at Yale, and she made a huge lecture feel personal. Please please please take this class; you will not regret it!","r"
97351,"Yes, yes, yes, without a single doubt. If there's one single course at Yale that you should be taking, it's this one. From the course content, which is incredibly important, to Dr. Roberts, who is kind and sweet and simply amazing, you need to take this course.","r"
97351,"Absolutely! It really helped change my perspective on medicine and science and how their histories are structure are embedded with racial science and how this impacts the present outcomes of medicine and science. And I really liked how this class also invited us to think about what are the implications and ways we can change this!","r"
97351,"Yes, I would recommend this course to another student because it teaches crucial lessons that everyone must be aware of.","r"
97351,"Yes, I would recommend this course to another student as it has provided a new course experience focused on helping the students learn, rather than obsess over grades.","r"
97351,"Absolutely! This is one of the greatest classes offered and taking it is a must for everyone.","r"
97351,"Absolutely, I strongly recommend this course to any student. This course is one that must absolutely be taken, it's too important not too. The course content and life lessons will impact all students, no matter their area of study.","r"
97351,"Absolutely! Changed me and educated me on a topic I was previously unfamiliar with.","r"
97351,"TAKE THIS COURSE!! I literally can not recommend it enough and believe everyone should take this class.","r"
97351,"I would 100% RECOMMEND THIS! IT WAS MY FAVORITE COURSE AT YALE.","r"
97351,"TAKE THIS CLASS TAKE THIS CLASS TAKE THIS CLASS","r"
97351,"I would, but with some caveats. I feel like the class was tailored to certain sensitivities and wasnt pushing the envelope strong enough.","neu"
97351,"Yes. Every human being should take this class. It changed the course of my life and my outlook on the world forever.","r"
97351,"Absolutely","r"
97351,"Yes, provides important life lesson and interesting history.","r"
97351,"yes, absolutely, especially if you have any interest at all in going to medicine or a medicine-adjacent profession. It is critical for all future medical professions to reckon with and digest the racism of the past (and reckon with how history influences implicit-- and sometimes explicit-- biases today) to learn how to use our platforms as vehicles for dismantling structural racism and avoid perpetuating the same inequities and racist disparities in quality of treatment that exist today. In addition, I think that the information presented in this class is essential for all Americans to have a truly comprehensive grasp on American history.","r"
97351,"Yes! I would 100% recommend this to someone else.","r"
97351,"Yes! There is a focus on student health which we don't see often in many Yale courses.","r"
97351,"YES TAKE THIS CLASS - such a caring community and professor, and content that everyone should know","r"
97351,"yes!! an essential course to take for everyone in understanding how our past still perpetuates violence today in medical systems and beyond.","r"
97351,"I would absolutely recommend this course to every Yale student. This course material is crucial for every member of the Yale community to understand.","r"
97351,"Yes -- the course is very accessible (low workload) but gives a really thorough and important look into medical racism in the United States. Professor Roberts is a great lecturer, and I learned a lot of incredibly important history I was unfamiliar with.","r"
97351,"Yess!! The best course I've taken at Yale!","r"
97351,"Yes, I absolutely would recommend this course to another student. This course touches on difficult, but very necessary subject material that any student, regardless of whether or not they're going into the medical field, should be aware of.","r"
97351,"Absolutely! Any chance you can be in the presence of Caroyln Roberts is a gift. I would absolutely recommend this course.","r"
97351,"Yes, every student regardless of your major should take this course. You will learn so much about some of the practices of this country and to be taught by Prof. Roberts is a blessing in itself.","r"
97351,"Probably not. I think the content is very important but you could have a similar experience by reading some of the sources on the syllabus without taking it. I feel a lot of time was spent on self-care instead of learning the course material. Im sure there are people that benefited from that, but for me it was unnecessary, felt a bit patronizing, and got in the way of learning the really important content.","dr"
97351,"Yes! Please take the course if you can. Professor Roberts is somebody whose class you do not want to miss. Not only is she a brilliant academic and lecturer, who puts her students first (which is very uncommon among most Yale professors), but she is also one of the kindest, most caring, and inspiring people I have ever encountered in my lifetime. The course material will be interesting to merely everybody who has even the littlest interest in the world around them.","r"
97351,"I would recommend this course to anyone interested in learning about the history of medicine outside of what is readily available in the thousands of standardized textbooks out there. Dr. Roberts digs deep into the roots of racism within the medical field and draws connections between different practices that persist today and their unsavory origins. It's an essential course in my opinion. Dr. Roberts' approach to grading and coursework was also a breath of fresh air in an academic setting that can sometimes be too cut throat.","r"
97351,"Yes, course is designed not to get a grade but for you to learn.","r"
97351,"Yes!!!!","r"
97351,"Phenomenal class","r"
97351,"Yes! Great class and Professor Roberts is super interesting and engaging. The guest lecturers are awesome too.","r"
97351,"YES! Great class for pre-med students, but also a great class for anyone interested in learning more about racism and ""how we got here."" I like to say that the class treats medicine and health as a case study for racism in America, and there is so much you can learn about other systems of racism (government, economics, law, etc.) from this class.","r"
97351,"Yes, I think for all pre-med students this course should be required. Generally, all students should understand the roots of the healthcare systems and how groups have been oppressed within the system if we can ever achieve change in interpersonal interaction and our medical institutions.","r"
97351,"I would (and have) recommend this course to any and all students. I honestly think this course should be required to graduate from Yale. The topics covered are so important and this class is truly amazing.","r"
97351,"I 100% would recommend this course to another student as the topic, the intersection of medicine and race, is very important to learn about. Also, the way that the course reimagined college courses was amazing. Assignments were scattered throughout the semester and provided room for students to engage with the parts of the class that resonated with them most. It was never stressful, and I felt like I could truly learn, whereas in other college courses sometimes I am forced to prioritize cramming and memorizing rather than the process of learning.","r"
97351,"Yes. The class forces you to interact with difficult and sensitive material but gives you the flexibility in assignments to seek closure/ further knowledge on a way that best suits your needs.","r"
97351,"Very much! This class gives a good insight into slavery and racism against black people in the US. The class teaches you about the various injustices in the healthcare system and empowers you to be cautious of it","r"
97351,"Yes everyone needs to take it","r"
97351,"Yes, to literally anyone. This course was the best class I have taken at Yale.","r"
97351,"I would recommend because it is super interesting and you really dont have to spend time with material that you arent interested in. This course lets you focus on what you are passionate about.","r"
97351,"YES. Take this class!! Especially if you're pre-med, you NEED to be equipped with the info we were taught in this course. If you're not even interested in medicine, this is a GREAT class to take to learn about a lot of things that have been left out of most historical conversations.","r"
97351,"Yes, everyone should take this course, especially if you are pre-med. This course sheds light on how pseudoscience regarding race continues to affect Black Americans today, and also addresses common stereotypes we believe today.","r"
97351,"YES! This was probably one of the best, most important classes I've taken at Yale -- I wish it was required. If you have a chance, TAKE IT!","r"
97351,"Yes, I would definitely recommend this course to everyone. Even if it is not a field you normally study, the knowledge is incredibly important and eye-opening to the reality of our society and country. It has changed how I look at a variety of issues and the professor and TFs were incredible people to learn from and about.","r"
97351,"Yes, this is an incredible course.","r"
97351,"Yes! I think everyone should have to take this course to get a better understanding of history explained extremely well by Professor Roberts.","r"
97351,"I could not recommend this class more strongly. This class reaffirmed my desire to go into healthcare professionally, especially when Ive been struggling with the monotony and unnecessarily punitive and dehumanizing pre med curriculum. The course material was fascinating and sobering, and Dr. Roberts is a truly gifted educator.","r"
97351,"Yes, the lectures were amazing and really made me think about health issues in America in a different way","r"
97351,"I would absolutely recommend this course to another student. This course exposes acts of racism that are rarely discussed in medical school, and any student who is pre-med or interested in public health should absolutely take this course. For example, this course exposes the ways in which medical schools continue to perpetuate a belief that Black patients experience less pain. Students will also leave with a new perspective toward cadaver labs.","r"
97351,"This class might actually change your life - it is so important to take it. It is the best class I have taken in four years at Yale.","r"
97351,"Yes--incredibly unique experience you don't get often.","r"
97351,"Yes!!! A thousand times yes. Please take this course while you still have the opportunity to do so at Yale. There is no other course available like this one in its structure, support, and community. Professor Roberts and TAs are invested in YOUR success, in whatever terms that means to you and will do anything to support you to achieve that success. To make the most out of the course, I would recommend being proactive with the readings to get the most out of lecture. Lecture flies by so quickly due to Professor Robert's engaging way of presenting information and is a time for you to listen and just be present in that lecture.","r"
97351,"Yes! A great class, low-stress, very interesting.","r"
97351,"I would recommend this course because it is very important for people to be aware of the struggles Black people have faced and continue to face in this country.","r"
97351,"YES! Everyone should take this class. I left each lecture feeling like I needed to go out that very day and start working against the problems we had learned about. It is inspiring, heartbreaking, and deeply important. Prof. Roberts is a joy and you should take advantage of this class.","r"
97351,"Absolutely. This is one of the most influential and important classes I have taken at Yale thus far.","r"
97351,"YESSSS!!!!!! I cannot stress this enough. This is the best class I have aver taken at Yale. It was refreshing to see a professor care so much about us and our learning.","r"
97351,"YES! Take this course! Please the information is valuable for any future career.","r"
97351,"Yes, I would recommend this course to another student, but I would give them a heads up that the topics discussed are quite heavy, heartbreaking, and often difficult ot deal with. However, if you're able to find ways to stay optimistic for the future, I would definitely recommend this class. I thought the readings were challenging (definitely not a ""gut class"" if you actually do them) and found the assignments to be unique and exciting. The weekly sections were also conducive to good discussion, and were a key part of this class experience.","r"
97351,"Absolutely, 1000%","r"
97351,"Absolutely! Such vital information to understand how America is structured socially and racially.","r"
97351,"I can't recommend this course enough! It is not a lot of work, but the lectures are amazing and thought provoking. The material is also extremely important for everyone to know, so that the world can become a safer and more welcoming place for everyone.","r"
97351,"Yes! Everyone should take this course no matter what field or interests","r"
97351,"I would definitely recommend this course to other students because the course content is so important and the professor allows you to engage with the material in a way that is conducive to your learning.","r"
97351,"I would. It was interesting and you got out of this class as much as you put in.","r"
97351,"Yes. This class should be mandatory","r"
97351,"Yes, important topics for everyone to learn about plus lots of opportunities to engage with the content in an individualized way","r"
97351,"Yes, definitely recommend!! The course was incredibly well-organized with very intentional assignments that facilitated learning and exploring. Every lecture was super engaging and definitely learned lots! I have also never had such a passionate and caring professor or teaching staff. This was by far the best Yale class I have taken!","r"
97351,"Yes, it was amazing to learn about all the material. I would especially recommend it to premed students, as it will be very relevant to your futures as physicians.","r"
97351,"absolutely! this course was life-changing and anyone who wishes to pursue a career in healthcare needs to take this course","r"
97351,"I would recommend this course to every student at Yale because it makes you reevaluate your knowledge on systematic racism and the healthcare system in America.","r"
97351,"Yes, I learned so much and the material was so intriguing.","r"
97351,"Just take it.","r"
97351,"PLEASE TAKE THIS COURSE! Professor Roberts creates an engaging environment and I think that the information in this course is so important for every person to know.","r"
97351,"Absolutely. Everyone should take this. Highly rewarding course.","r"
97351,"Yes! Favorite class at Yale so far","r"
97351,"I would recommend this class be taken 100 times if i could. I think because it starts with science, it legitimizes harmful stereotypes that are perceived as myths. There is so much love and beauty that comes from both outrage and hope. That is the classroom environment I felt in the 500 person lecture hall and in the small 18 person discussion section.","r"
97351,"I would definitely recommend this course to another student because it is the most important class Ive taken at this school. It teaches the history that is hidden from many during primary and secondary school, and its important that everyone get a chance to learn this history.","r"
97351,"absolutely! One of the best courses offered at Yale.","r"
97351,"Yes! The professor is great and the course allows you to learn a lot without the burden of too much coursework.","r"
97351,"I would definitely recommend this class to another student. Professor Roberts lectures are brilliant, taking you through each time period as if you were someone being treated in a hospital. You walk out of the lecture hall after every class thinking about the implications of medical racism, making you want to enact change in your life and others. The course really allows you to reflect on your life and your contribution to others as well.","r"
97351,"Yes! One of my favorite classes at Yale, and should be required for any student of medicine, history, American studies, public health, or ER&M.","r"
